ward,year,specimen_type,organism_clean,antibiotic_canon,n_S,n_I,n_R,n_tested,pct_S,pct_I,pct_R,pct_nonS
ALL,2021,respiratory,stenotrophomonas maltophilia,minocycline,27,2,1,30,0.9,0.06666666666666667,0.03333333333333333,0.1
ALL,2021,respiratory,stenotrophomonas maltophilia,ofloxacin,33,1,1,35,0.9428571428571428,0.02857142857142857,0.02857142857142857,0.05714285714285714
ALL,2021,respiratory,stenotrophomonas maltophilia,ticarcillin,6,1,3,10,0.6,0.1,0.3,0.4
ALL,2021,respiratory,stenotrophomonas maltophilia,ticarcillin_clavulanate,6,1,3,10,0.6,0.1,0.3,0.4
ALL,2021,respiratory,stenotrophomonas maltophilia,trimethoprim_sulfamethoxazole,18,0,1,19,0.9473684210526315,0.0,0.05263157894736842,0.05263157894736842
ALL,2021,respiratory,streptococcus pneumoniae,amoxicillin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,amoxicillin_clavulanate,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,cefepime,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,cefotaxime,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,ceftazidime,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,ceftriaxone,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,cefuroxime,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,chloramphenicol,6,0,0,6,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,clindamycin,6,0,1,7,0.8571428571428571,0.0,0.14285714285714285,0.14285714285714285
ALL,2021,respiratory,streptococcus pneumoniae,erythromycin,3,1,3,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714
ALL,2021,respiratory,streptococcus pneumoniae,imipenem_cilastatin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,levofloxacin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,linezolid,7,0,0,7,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,meropenem,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,ofloxacin,7,0,0,7,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,penicillin,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,rifampicin,6,0,0,6,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,teicoplanin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,respiratory,streptococcus pneumoniae,trimethoprim_sulfamethoxazole,3,1,2,6,0.5,0.16666666666666666,0.3333333333333333,0.5
ALL,2021,respiratory,streptococcus pneumoniae,vancomycin,7,0,0,7,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter baumannii,amikacin,0,0,9,9,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,ampicillin,3,2,5,10,0.3,0.2,0.5,0.7
ALL,2021,sterile_fluid,acinetobacter baumannii,ampicillin_sulbactam,3,2,5,10,0.3,0.2,0.5,0.7
ALL,2021,sterile_fluid,acinetobacter baumannii,cefepime,0,2,7,9,0.0,0.2222222222222222,0.7777777777777778,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,cefoperazone_sulbactam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,cefotaxime,0,0,10,10,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,ceftazidime,0,0,10,10,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,ceftriaxone,0,0,9,9,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,ciprofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,colistin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter baumannii,gentamicin,0,0,9,9,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,imipenem_cilastatin,0,0,10,10,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,levofloxacin,1,1,7,9,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.8888888888888888
ALL,2021,sterile_fluid,acinetobacter baumannii,meropenem,0,0,10,10,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,netilmicin,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
ALL,2021,sterile_fluid,acinetobacter baumannii,ofloxacin,1,1,8,10,0.1,0.1,0.8,0.9
ALL,2021,sterile_fluid,acinetobacter baumannii,piperacillin,0,0,10,10,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,piperacillin_tazobactam,0,0,10,10,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter baumannii,tigecycline,8,1,0,9,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111
ALL,2021,sterile_fluid,acinetobacter baumannii,tobramycin,3,0,6,9,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ALL,2021,sterile_fluid,acinetobacter baumannii,trimethoprim_sulfamethoxazole,1,0,8,9,0.1111111111111111,0.0,0.8888888888888888,0.8888888888888888
ALL,2021,sterile_fluid,acinetobacter spp.,amikacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,cefepime,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,cefotaxime,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,ceftazidime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter spp.,ceftazidime_avibactam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,acinetobacter spp.,ciprofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,imipenem_cilastatin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,meropenem,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,ofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,piperacillin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,piperacillin_tazobactam,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,acinetobacter spp.,tigecycline,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,amikacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,amoxicillin_clavulanate,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,citrobacter spp.,ampicillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,citrobacter spp.,cefepime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,citrobacter spp.,cefotaxime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,citrobacter spp.,ceftazidime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,citrobacter spp.,cefuroxime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,citrobacter spp.,ciprofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,imipenem_cilastatin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,meropenem,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,ofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,piperacillin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,piperacillin_tazobactam,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,citrobacter spp.,tigecycline,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,amoxicillin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,amoxicillin_clavulanate,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,ampicillin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,ampicillin_sulbactam,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,chloramphenicol,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,ciprofloxacin,0,1,0,1,0.0,1.0,0.0,1.0
ALL,2021,sterile_fluid,enterococcus faecalis,erythromycin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecalis,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,linezolid,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,ofloxacin,0,1,0,1,0.0,1.0,0.0,1.0
ALL,2021,sterile_fluid,enterococcus faecalis,penicillin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,piperacillin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,piperacillin_tazobactam,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,rifampicin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,teicoplanin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecalis,vancomycin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecium,amoxicillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,amoxicillin_clavulanate,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,ampicillin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,ampicillin_sulbactam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,chloramphenicol,1,1,0,2,0.5,0.5,0.0,0.5
ALL,2021,sterile_fluid,enterococcus faecium,ciprofloxacin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,erythromycin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,gentamicin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,linezolid,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecium,ofloxacin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,penicillin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,piperacillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,piperacillin_tazobactam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,rifampicin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus faecium,teicoplanin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus faecium,vancomycin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus spp.,amoxicillin_clavulanate,2,0,2,4,0.5,0.0,0.5,0.5
ALL,2021,sterile_fluid,enterococcus spp.,ampicillin,2,0,2,4,0.5,0.0,0.5,0.5
ALL,2021,sterile_fluid,enterococcus spp.,chloramphenicol,2,0,2,4,0.5,0.0,0.5,0.5
ALL,2021,sterile_fluid,enterococcus spp.,ciprofloxacin,1,1,2,4,0.25,0.25,0.5,0.75
ALL,2021,sterile_fluid,enterococcus spp.,erythromycin,1,0,3,4,0.25,0.0,0.75,0.75
ALL,2021,sterile_fluid,enterococcus spp.,gentamicin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus spp.,linezolid,4,0,0,4,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus spp.,ofloxacin,1,1,2,4,0.25,0.25,0.5,0.75
ALL,2021,sterile_fluid,enterococcus spp.,penicillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,enterococcus spp.,rifampicin,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
ALL,2021,sterile_fluid,enterococcus spp.,teicoplanin,4,0,0,4,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus spp.,tigecycline,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,enterococcus spp.,vancomycin,4,0,0,4,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,amikacin,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,amoxicillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,escherichia coli,amoxicillin_clavulanate,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,ampicillin,1,0,4,5,0.2,0.0,0.8,0.8
ALL,2021,sterile_fluid,escherichia coli,cefepime,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,cefoperazone_sulbactam,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,cefotaxime,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,ceftazidime,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,ceftazidime_avibactam,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,cefuroxime,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,ciprofloxacin,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,gentamicin,4,0,1,5,0.8,0.0,0.2,0.2
ALL,2021,sterile_fluid,escherichia coli,imipenem_cilastatin,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,meropenem,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,ofloxacin,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,piperacillin,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,piperacillin_tazobactam,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,escherichia coli,tigecycline,5,0,0,5,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,amikacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,amoxicillin_clavulanate,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,ampicillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,cefepime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,cefotaxime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,ceftazidime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,cefuroxime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,ciprofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,gentamicin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,ofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,piperacillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,piperacillin_tazobactam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella pneumoniae,tigecycline,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,klebsiella spp.,amikacin,4,0,2,6,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
ALL,2021,sterile_fluid,klebsiella spp.,amoxicillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella spp.,amoxicillin_clavulanate,2,0,4,6,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ALL,2021,sterile_fluid,klebsiella spp.,ampicillin,0,0,4,4,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella spp.,cefepime,2,0,4,6,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ALL,2021,sterile_fluid,klebsiella spp.,cefotaxime,2,0,3,5,0.4,0.0,0.6,0.6
ALL,2021,sterile_fluid,klebsiella spp.,ceftazidime,2,0,4,6,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ALL,2021,sterile_fluid,klebsiella spp.,ceftazidime_avibactam,6,0,0,6,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,klebsiella spp.,ceftriaxone,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,klebsiella spp.,cefuroxime,2,0,4,6,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ALL,2021,sterile_fluid,klebsiella spp.,ciprofloxacin,2,0,3,5,0.4,0.0,0.6,0.6
ALL,2021,sterile_fluid,klebsiella spp.,gentamicin,4,0,2,6,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
ALL,2021,sterile_fluid,klebsiella spp.,imipenem_cilastatin,2,0,3,5,0.4,0.0,0.6,0.6
ALL,2021,sterile_fluid,klebsiella spp.,meropenem,2,0,3,5,0.4,0.0,0.6,0.6
ALL,2021,sterile_fluid,klebsiella spp.,ofloxacin,2,0,3,5,0.4,0.0,0.6,0.6
ALL,2021,sterile_fluid,klebsiella spp.,piperacillin,2,0,4,6,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ALL,2021,sterile_fluid,klebsiella spp.,piperacillin_tazobactam,2,0,4,6,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ALL,2021,sterile_fluid,klebsiella spp.,tigecycline,4,1,0,5,0.8,0.2,0.0,0.2
ALL,2021,sterile_fluid,pseudomonas aeruginosa,amikacin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,aztreonam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,cefepime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,ceftazidime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,ciprofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,colistin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,imipenem_cilastatin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,levofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,meropenem,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,ofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,piperacillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,piperacillin_tazobactam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,pseudomonas aeruginosa,tobramycin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,serratia marcescens,amikacin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,amoxicillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,serratia marcescens,amoxicillin_clavulanate,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,serratia marcescens,ampicillin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,serratia marcescens,cefepime,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,cefotaxime,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,ceftazidime,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,ceftazidime_avibactam,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,ceftriaxone,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,cefuroxime,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,serratia marcescens,ciprofloxacin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,gentamicin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,imipenem_cilastatin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,meropenem,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,ofloxacin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,piperacillin,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,piperacillin_tazobactam,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,serratia marcescens,tigecycline,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,amoxicillin_clavulanate,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,ampicillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,ampicillin_sulbactam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,cefoxitin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,ceftazidime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,cefuroxime,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,chloramphenicol,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,ciprofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,erythromycin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,linezolid,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,netilmicin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,ofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,piperacillin,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,piperacillin_tazobactam,0,0,1,1,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,rifampicin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,teicoplanin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,tigecycline,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,trimethoprim_sulfamethoxazole,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,stafilococ coagulazo negativ,vancomycin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,amoxicillin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,staphylococcus aureus,amoxicillin_clavulanate,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,ampicillin,0,0,2,2,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,staphylococcus aureus,cefepime,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,cefotaxime,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,cefoxitin,1,0,0,1,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,ceftriaxone,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,cefuroxime,2,0,0,2,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,chloramphenicol,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,ciprofloxacin,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,clindamycin,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
ALL,2021,sterile_fluid,staphylococcus aureus,erythromycin,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ALL,2021,sterile_fluid,staphylococcus aureus,gentamicin,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,imipenem_cilastatin,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,linezolid,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,netilmicin,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,ofloxacin,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,oxacillin,3,0,0,3,1.0,0.0,0.0,0.0
ALL,2021,sterile_fluid,staphylococcus aureus,penicillin,0,0,3,3,0.0,0.0,1.0,1.0
ALL,2021,sterile_fluid,staphylococcus aureus,piperacillin,3,0,0,3,1.0,0.0,0.0,0.0
