file,sheet,ward,antibiotic_raw,antibiotic_clean,antibiotic_canon
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Aztreonam,aztreonam,aztreonam
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Imipenem,imipenem,imipenem_cilastatin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Tobramycin,tobramycin,tobramycin
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Ceftriaxone,ceftriaxone,ceftriaxone
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Doxiciclina,doxiciclina,doxycycline
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Imipenem,imipenem,imipenem_cilastatin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Tigeciclina,tigeciclina,tigecycline
MI_2025_H1.xlsx,Sheet1,MI,Tobramycin,tobramycin,tobramycin
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime-Avibactam,ceftazidime avibactam,ceftazidime_avibactam
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Imipenem,imipenem,imipenem_cilastatin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Fosfomicin,fosfomicin,fosfomycin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime-Avibactam,ceftazidime avibactam,ceftazidime_avibactam
MI_2025_H1.xlsx,Sheet1,MI,Ceftriaxone,ceftriaxone,ceftriaxone
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Doxiciclina,doxiciclina,doxycycline
MI_2025_H1.xlsx,Sheet1,MI,Ertapenem,ertapenem,ertapenem
MI_2025_H1.xlsx,Sheet1,MI,Fosfomicin,fosfomicin,fosfomycin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Imipenem,imipenem,imipenem_cilastatin
MI_2025_H1.xlsx,Sheet1,MI,Levofloxacin,levofloxacin,levofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Cloramfenicol,cloramfenicol,chloramphenicol
MI_2025_H1.xlsx,Sheet1,MI,Eritromicina,eritromicina,erythromycin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Levofloxacin,levofloxacin,levofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Linezolid,linezolid,linezolid
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Penicillin,penicillin,penicillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Rifampicin,rifampicin,rifampicin
MI_2025_H1.xlsx,Sheet1,MI,Teicoplanin,teicoplanin,teicoplanin
MI_2025_H1.xlsx,Sheet1,MI,Tetraciclina,tetraciclina,tetracycline
MI_2025_H1.xlsx,Sheet1,MI,Tigeciclina,tigeciclina,tigecycline
MI_2025_H1.xlsx,Sheet1,MI,Vancomycin,vancomycin,vancomycin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Levofloxacin,levofloxacin,levofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Linezolid,linezolid,linezolid
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Oxacillin,oxacillin,oxacillin
MI_2025_H1.xlsx,Sheet1,MI,Penicillin,penicillin,penicillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Rifampicin,rifampicin,rifampicin
MI_2025_H1.xlsx,Sheet1,MI,Teicoplanin,teicoplanin,teicoplanin
MI_2025_H1.xlsx,Sheet1,MI,Tetraciclina,tetraciclina,tetracycline
MI_2025_H1.xlsx,Sheet1,MI,Tigeciclina,tigeciclina,tigecycline
MI_2025_H1.xlsx,Sheet1,MI,Vancomycin,vancomycin,vancomycin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Levofloxacin,levofloxacin,levofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Linezolid,linezolid,linezolid
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Penicillin,penicillin,penicillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Rifampicin,rifampicin,rifampicin
MI_2025_H1.xlsx,Sheet1,MI,Teicoplanin,teicoplanin,teicoplanin
MI_2025_H1.xlsx,Sheet1,MI,Vancomycin,vancomycin,vancomycin
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
MI_2025_H1.xlsx,Sheet1,MI,Aztreonam,aztreonam,aztreonam
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime-Avibactam,ceftazidime avibactam,ceftazidime_avibactam
MI_2025_H1.xlsx,Sheet1,MI,Ceftriaxone,ceftriaxone,ceftriaxone
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Colistin,colistin,colistin
MI_2025_H1.xlsx,Sheet1,MI,Doxiciclina,doxiciclina,doxycycline
MI_2025_H1.xlsx,Sheet1,MI,Ertapenem,ertapenem,ertapenem
MI_2025_H1.xlsx,Sheet1,MI,Fosfomicin,fosfomicin,fosfomycin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Imipenem,imipenem,imipenem_cilastatin
MI_2025_H1.xlsx,Sheet1,MI,Levofloxacin,levofloxacin,levofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Minociclina,minociclina,minocycline
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Tigeciclina,tigeciclina,tigecycline
MI_2025_H1.xlsx,Sheet1,MI,Tobramycin,tobramycin,tobramycin
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
MI_2025_H1.xlsx,Sheet1,MI,Aztreonam,aztreonam,aztreonam
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefiderocol,cefiderocol,cefiderocol
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime-Avibactam,ceftazidime avibactam,ceftazidime_avibactam
MI_2025_H1.xlsx,Sheet1,MI,Ceftriaxone,ceftriaxone,ceftriaxone
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Colistin,colistin,colistin
MI_2025_H1.xlsx,Sheet1,MI,Doxiciclina,doxiciclina,doxycycline
MI_2025_H1.xlsx,Sheet1,MI,Ertapenem,ertapenem,ertapenem
MI_2025_H1.xlsx,Sheet1,MI,Fosfomicin,fosfomicin,fosfomycin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Imipenem,imipenem,imipenem_cilastatin
MI_2025_H1.xlsx,Sheet1,MI,Levofloxacin,levofloxacin,levofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Minociclina,minociclina,minocycline
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Tigeciclina,tigeciclina,tigecycline
MI_2025_H1.xlsx,Sheet1,MI,Tobramycin,tobramycin,tobramycin
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Doxiciclina,doxiciclina,doxycycline
MI_2025_H1.xlsx,Sheet1,MI,Fosfomicin,fosfomicin,fosfomycin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Ceftriaxone,ceftriaxone,ceftriaxone
MI_2025_H1.xlsx,Sheet1,MI,Doxiciclina,doxiciclina,doxycycline
MI_2025_H1.xlsx,Sheet1,MI,Fosfomicin,fosfomicin,fosfomycin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Levofloxacin,levofloxacin,levofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Oxacillin,oxacillin,oxacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime-Avibactam,ceftazidime avibactam,ceftazidime_avibactam
MI_2025_H1.xlsx,Sheet1,MI,Ceftriaxone,ceftriaxone,ceftriaxone
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
MI_2025_H1.xlsx,Sheet1,MI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Doxiciclina,doxiciclina,doxycycline
MI_2025_H1.xlsx,Sheet1,MI,Ertapenem,ertapenem,ertapenem
MI_2025_H1.xlsx,Sheet1,MI,Fosfomicin,fosfomicin,fosfomycin
MI_2025_H1.xlsx,Sheet1,MI,Gentamicin,gentamicin,gentamicin
MI_2025_H1.xlsx,Sheet1,MI,Imipenem,imipenem,imipenem_cilastatin
MI_2025_H1.xlsx,Sheet1,MI,Levofloxacin,levofloxacin,levofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Meropenem,meropenem,meropenem
MI_2025_H1.xlsx,Sheet1,MI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
MI_2025_H1.xlsx,Sheet1,MI,Norfloxacin,norfloxacin,norfloxacin
MI_2025_H1.xlsx,Sheet1,MI,Ofloxacin,ofloxacin,ofloxacin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin,piperacilin,piperacillin
MI_2025_H1.xlsx,Sheet1,MI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
MI_2025_H1.xlsx,Sheet1,MI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
MI_2025_H1.xlsx,Sheet1,MI,Tigeciclina,tigeciclina,tigecycline
MI_2025_H1.xlsx,Sheet1,MI,Tobramycin,tobramycin,tobramycin
MI_2025_H1.xlsx,Sheet1,MI,Amikacin,amikacin,amikacin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicilina,amoxicilina,amoxicillin
MI_2025_H1.xlsx,Sheet1,MI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
MI_2025_H1.xlsx,Sheet1,MI,Ampicillin,ampicillin,ampicillin
MI_2025_H1.xlsx,Sheet1,MI,Cefepime,cefepime,cefepime
MI_2025_H1.xlsx,Sheet1,MI,Cefotaxime,cefotaxime,cefotaxime
MI_2025_H1.xlsx,Sheet1,MI,Ceftazidime,ceftazidime,ceftazidime
MI_2025_H1.xlsx,Sheet1,MI,Cefuroxime,cefuroxime,cefuroxime
